tab	magic_measurements
er_specimen_name	er_sample_name	er_site_name	er_location_name	magic_experiment_name	measurement_number	er_analyst_mail_names	measurement_sd_x	treatment_dc_field_theta	measurement_sd_z	treatment_dc_field	magic_instrument_codes	measurement_positions	measurement_dec	treatment_ac_field	measurement_csd	treatment_temp	measurement_magn_moment	magic_software_packages	treatment_dc_field_phi	measurement_description	measurement_temp	magic_method_codes	measurement_sd_y	measurement_standard	er_citation_names	measurement_inc	measurement_flag
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	26		5.29e-10		3.13e-10	0	hargrave 2015-01-20 12:24:04	1	186.5	0	1.8	858.0	4.62e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.37e-09		This study	-31.8	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	27		4.71e-10		1.09e-09	0	hargrave 2015-02-10 17:33:39	1	184.2	0	2.1	863.0	4.43e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.21e-09		This study	-32.2	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	28		4.38e-10		7.18e-10	0	hargrave 2015-02-11 17:31:29	1	184.3	0	1.9	883.0	4.06e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.11e-09		This study	-27.3	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	29		3.80e-10		8.83e-10	0	hargrave 2015-02-12 15:43:23	1	183.5	0	1.7	903.0	3.76e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.60e-10		This study	-27.0	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	30		2.29e-10		4.99e-10	0	hargrave 2015-02-13 17:59:10	1	186.8	0	1.6	923.0	3.19e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	7.10e-10		This study	-24.9	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	31		2.38e-10		3.41e-10	0	hargrave 2015-02-17 11:33:47	1	185.4	0	1.0	933.0	2.76e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.33e-10		This study	-24.1	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	32		2.61e-10		1.34e-10	0	hargrave 2015-02-18 09:53:13	1	184.6	0	3.8	943.0	1.35e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	8.70e-10		This study	-30.3	g
Z35.6a	Z35.6	Z35.	locale	Z35.6a:LP-DIR-T	33		1.16e-10		1.23e-10	0	hargrave 2015-02-19 13:00:15	1	177.9	0	2.6	953.0	5.46e-09	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.04e-10		This study	-33.5	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	1		1.31e-08		3.00e-09	0		1	97.9	0	2.3	273	4.90e-07	pmagpy-3.2.1			273	LT-NO:LP-DIR-T	1.46e-08		This study	-75.3	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	2		1.06e-08		2.94e-09	0		1	99.4	0	2.2	77	5.30e-07	pmagpy-3.2.1			273	LT-LT-Z:LP-DIR-T	1.67e-08		This study	-76.9	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	3		1.62e-08		3.50e-09	0		1	102.5	0	2.2	373.0	6.93e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.08e-08		This study	-79.2	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	4		9.83e-09		4.51e-09	0	hargrave 2014-10-22 16:03:00	1	109.8	0	2.0	423.0	8.13e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.67e-08		This study	-80.9	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	5		2.34e-08		3.87e-09	0	hargrave 2014-10-27 16:29:43	1	110.5	0	2.6	473.0	7.81e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.60e-08		This study	-79.9	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	6		2.00e-08		2.82e-09	0	hargrave 2014-10-28 13:53:01	1	116.6	0	2.7	523.0	6.36e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	2.29e-08		This study	-80.5	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	7		1.15e-08		2.20e-09	0	hargrave 2014-10-28 20:50:09	1	126.4	0	2.5	573.0	3.98e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.29e-08		This study	-78.6	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	8		4.73e-09		1.10e-09	0	hargrave 2014-10-29 21:02:25	1	130.7	0	2.6	623.0	2.17e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	8.46e-09		This study	-76.6	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	9		4.43e-09		8.69e-10	0	hargrave 2014-11-03 17:22:35	1	131.6	0	2.9	673.0	1.60e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.73e-09		This study	-74.1	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	10		2.36e-09		7.78e-10	0	hargrave 2014-11-04 12:12:56	1	137.9	0	2.4	698.0	1.32e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.90e-09		This study	-72.0	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	11		2.31e-09		7.31e-10	0	hargrave 2014-11-10 13:03:06	1	143.0	0	3.0	723.0	1.09e-07	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.14e-09		This study	-70.1	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	12		3.73e-10		1.10e-09	0	hargrave 2014-11-10 22:21:30	1	146.4	0	2.5	748.0	9.24e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.91e-09		This study	-67.3	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	13		1.88e-09		1.16e-09	0	hargrave 2014-11-13 11:56:06	1	149.2	0	4.6	773.0	7.94e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	6.07e-09		This study	-63.5	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	14		1.27e-09		5.82e-10	0	hargrave 2014-11-17 17:36:30	1	149.1	0	3.5	788.0	6.94e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.07e-09		This study	-58.7	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	15		1.05e-09		4.62e-10	0	hargrave 2014-11-24 18:27:42	1	149.5	0	2.9	803.0	6.35e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	3.00e-09		This study	-57.7	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	16		7.53e-10		8.40e-10	0	hargrave 2014-12-01 17:08:53	1	157.8	0	1.5	818.0	6.12e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.13e-09		This study	-56.6	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	17		6.42e-10		8.33e-10	0	hargrave 2014-12-02 00:54:54	1	152.6	0	1.6	823.0	5.49e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.14e-09		This study	-55.2	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	18		1.71e-09		5.03e-10	0	hargrave 2014-12-05 13:51:47	1	151.8	0	5.0	828.0	5.14e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.15e-09		This study	-54.9	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	19		4.70e-10		5.28e-10	0	hargrave 2014-12-06 12:09:00	1	153.9	0	2.3	833.0	4.70e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.79e-09		This study	-52.8	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	20		2.89e-10		5.15e-10	0	hargrave 2014-12-08 15:29:03	1	157.8	0	1.3	838.0	4.51e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	9.01e-10		This study	-52.2	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	21		3.29e-10		7.07e-10	0	hargrave 2014-12-08 22:21:25	1	156.5	0	1.9	843.0	4.41e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.24e-09		This study	-50.6	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	22		4.65e-10		6.23e-10	0	hargrave 2015-01-12 11:11:57	1	155.9	0	1.9	846.0	4.18e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.20e-09		This study	-52.4	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	23		4.74e-10		5.93e-10	0	hargrave 2015-01-14 14:30:08	1	156.7	0	1.9	849.0	3.93e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.14e-09		This study	-50.8	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	24		4.86e-10		7.91e-10	0	hargrave 2015-01-15 14:44:58	1	153.0	0	3.0	852.0	3.87e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.82e-09		This study	-51.3	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	25		8.65e-10		4.36e-10	0	hargrave 2015-01-18 13:06:16	1	155.0	0	3.0	855.0	3.74e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.82e-09		This study	-50.2	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	26		8.06e-10		2.84e-10	0	hargrave 2015-01-20 12:25:28	1	155.9	0	2.3	858.0	3.53e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.26e-09		This study	-49.9	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	27		5.30e-10		5.54e-10	0	hargrave 2015-02-10 17:35:38	1	160.5	0	1.4	863.0	3.27e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.26e-10		This study	-48.2	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	28		4.47e-10		6.25e-10	0	hargrave 2015-02-11 17:33:46	1	156.8	0	2.3	883.0	2.73e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	8.72e-10		This study	-42.7	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	29		2.75e-10		4.34e-10	0	hargrave 2015-02-12 15:45:13	1	157.6	0	1.8	903.0	2.28e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	5.97e-10		This study	-36.7	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	30		3.72e-10		4.16e-10	0	hargrave 2015-02-13 18:00:41	1	163.4	0	1.7	923.0	2.11e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.50e-10		This study	-36.2	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	31		3.87e-10		2.00e-10	0	hargrave 2015-02-17 11:35:15	1	167.7	0	1.3	933.0	2.23e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	4.15e-10		This study	-31.1	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	32		3.18e-10		1.56e-10	0	hargrave 2015-02-18 09:54:42	1	160.7	0	3.7	943.0	1.50e-08	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	9.46e-10		This study	-33.8	g
Z35.7a	Z35.7	Z35.	locale	Z35.7a:LP-DIR-T	33		7.87e-11		7.00e-11	0	hargrave 2015-02-19 13:01:41	1	167.4	0	2.6	953.0	4.06e-09	pmagpy-3.2.1			273	LT-T-Z:LP-DIR-T	1.58e-10		This study	-35.3	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	0			0		0			295.600006			273.	5.267117e-05		0		273.	LT-NO:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.799999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	1			0		0			302.399994			4.730e+02	4.808001e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.400002	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	2			90		6.000e-05			303.000000			4.730e+02	5.114643e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-46.299999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	3			0		0			296.500000			4.730e+02	4.813084e-05		0		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.599998	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	4			0		0			300.200012			5.230e+02	4.657222e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-40.700001	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	5			90		6.000e-05			300.200012			5.230e+02	4.254014e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-33.900002	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	6			0		0			297.399994			5.730e+02	4.438677e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.099998	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	7			90		6.000e-05			293.799988			5.730e+02	5.045183e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-49.500000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	8			0		0			297.899994			6.130e+02	4.228602e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.299999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	9			90		6.000e-05			293.100006			5.230e+02	3.842335e-05		0		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-34.700001	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	10			90		6.000e-05			295.000000			6.130e+02	3.600072e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-29.100000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	11			90		6.000e-05			296.500000			5.230e+02	3.938902e-05		0		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-37.200001	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	12			0		0			297.100006			6.430e+02	4.050716e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.000000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	13			90		6.000e-05			298.700012			6.430e+02	4.907957e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-51.799999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	14			90		6.000e-05			298.200012			6.430e+02	4.047328e-05		0		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.000000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	15			0		0			298.600006			6.730e+02	3.916878e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.900002	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	16			90		6.000e-05			298.200012			6.130e+02	3.345949e-05		0		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-27.400000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	17			90		6.000e-05			296.899994			6.730e+02	3.201946e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-23.200001	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	18			90		6.000e-05			300.600006			6.130e+02	3.716968e-05		0		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-38.299999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	19			0		0			298.100006			7.030e+02	3.749157e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.799999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	20			90		6.000e-05			299.500000			7.030e+02	4.845273e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-54.799999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	21			90		6.000e-05			303.000000			7.030e+02	3.733910e-05		0		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.500000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	22			0		0			297.100006			7.330e+02	3.528917e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-40.799999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	23			90		6.000e-05			303.899994			6.730e+02	2.873281e-05		0		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-20.200001	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	24			90		6.000e-05			301.899994			7.330e+02	2.739443e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-12.900000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	25			90		6.000e-05			301.299988			6.730e+02	3.266324e-05		0		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-35.799999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	26			0		0			303.000000			7.630e+02	3.256159e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.599998	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	27			90		6.000e-05			301.100006			7.630e+02	4.750400e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-59.299999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	28			90		6.000e-05			306.299988			7.630e+02	3.252771e-05		0		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.200001	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	29			0		0			300.700012			7.830e+02	2.995260e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.599998	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	30			90		6.000e-05			303.100006			7.330e+02	2.319293e-05		0		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-7.800000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	31			90		6.000e-05			306.000000			7.830e+02	2.324376e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	5.500000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	32			90		6.000e-05			302.799988			7.330e+02	2.675065e-05		0		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-31.500000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	33			0		0			298.200012			8.030e+02	2.636100e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.000000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	34			90		6.000e-05			306.600006			8.030e+02	4.760565e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-66.000000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	35			90		6.000e-05			303.299988			8.030e+02	2.625935e-05		0		273.	LT-PTRM-MD:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.799999	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	36			0		0			301.700012			8.180e+02	2.161737e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-41.500000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	37			90		6.000e-05			303.600006			7.830e+02	1.853402e-05		0		273.	LT-PTRM-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	24.600000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	38			90		6.000e-05			300.700012			8.180e+02	2.429413e-05		0		273.	LT-T-I:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	46.500000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	39			90		6.000e-05			299.500000			7.830e+02	1.672805e-05		0		273.	LT-PTRM-AC:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-15.800000	g
MGH1	MGH1	MGH1	Munich	MGH1:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT	40			0		0			299.000000			8.280e+02	1.524906e-05		0		273.	LT-T-Z:LP-PI-TRM:LP-PI-TRM-ZI:LP-PI-ALT:LP-PI-BT-MD:LP-PI-BT		u	This study	-42.099998	g
